source_db,source_dataset,organism,is_cell_line,cell_line_name,perturbation_type,treatment,disease,n_cells_approx,n_perturbations,sequencing_platform,library_prep,modality,accession,data_url,publication,notes
NCBI_GEO,GSE282283,Homo Sapiens; Mus Musculus,False,,small_molecule,"Cellular senescence of retinal pigment epithelium (RPE) cells is a major contributor to age-related visual decline, particularly in the pathology of age-related macular degeneration (AMD). While genome-wide association studies (GWAS) have advanced our understanding of the genetic factors underlying ",,,,unknown,,scRNA-seq,GSE282283,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282283,YAP activation reverses aging-related visual dysfunction caused by impaired cell-matrix adhesion,GEO type: Expression profiling by high throughput sequencing; n_samples: 15
NCBI_GEO,GSE256096,Homo sapiens,False,,CRISPR,Transcriptional adaptation (TA) is a genetic robustness mechanism through which mutant mRNA decay induces sequence-dependent upregulation of so-called adapting genes. How cytoplasmically generated mRNA fragments impact nuclear transcription remains poorly understood. Using genome-wide CRISPR screens,,,,unknown,,scRNA-seq,GSE256096,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE256096,Mechanisms linking cytoplasmic decay of translation-defective mRNA to transcriptional adaptation [Perturb-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 10
NCBI_GEO,GSE304354,Homo sapiens,False,,unknown,"Changes to the human genome have driven the evolution of human features including a larger neocortex and enhanced cognition. Human Accelerated Regions (HARs) are highly-conserved loci containing human-specific variants, which can be transcriptional enhancers during neurodevelopment. However, the neu",,,,unknown,,scRNA-seq,GSE304354,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304354,A human-specific enhancer modulates chromosomal interactions to promote neurogenesis [human scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 8
NCBI_GEO,GSE319266,Homo sapiens,False,,CRISPR,"Osteoporosis is characterized by low bone mineral density (BMD) and elevated fracture risk. Most BMD-associated GWAS variants lie in noncoding regions, complicating efforts to identify causal genes and mechanisms. To overcome this variant‑to‑function challenge, we previously developed STING‑seq, a f",,,,unknown,,scRNA-seq,GSE319266,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE319266,Identification of target genes and regulatory networks for bone mineral density GWAS loci through systematic targeting and inhibition [hFOB BMD STING-seq],GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 24
NCBI_GEO,GSE308682,Homo sapiens,True,,CRISPR,"To systematically investigate the gene regulatory networks in K562 cells, we performed CROP-seq—a pooled CRISPRi screen combined with single-cell RNA-seq—targeting seven transcription factors. To enhance gRNA recovery, we incorporated the Single Cell 5′ CRISPR Screening Assay, which enables direct c",,,,unknown,,scRNA-seq,GSE308682,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308682,Pooled CRISPRi screen with scRNA-seq to knockdown 7 transcription factors in k562 cells,GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE303158,Homo sapiens,True,,CRISPR,"Human pluripotent stem cells (hPSCs) can give rise to the three embryonic germ layers and possess a limitless propagation potential. We have previously defined the essentialome of hPSCs through a genome-wide CRISPR screen, but the function of each essential gene is still obscure. Here, we uncovered ",,,,unknown,,scRNA-seq,GSE303158,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303158,A single-cell CRISPR screen defines a gene regulatory network governing human pluripotency in primed and naïve cells,GEO type: Expression profiling by high throughput sequencing; n_samples: 8
NCBI_GEO,GSE279473,Homo sapiens,False,,CRISPR,"To functionally explore renal cell carcinoma (RCC) susceptibility variants, we performed CUT&Tag for H3K27ac and ATAC-seq on 786-O cells to assess transcriptional activity. Subsequently, we conducted a CRISPR screen and CRISPR droplet sequencing (CROP-seq), which combines pooled CRISPR screens with ",,,,unknown,,scRNA-seq,GSE279473,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279473,Genetic landscape and functional exploration of kidney cancer predisposition  causality in cross-ancestral populations,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE279304,Homo sapiens,False,,CRISPR,"To functionally explore renal cell carcinoma (RCC) susceptibility variants, we performed CUT&Tag for H3K27ac and ATAC-seq on 769P cells to assess transcriptional activity. Subsequently, we conducted a CRISPR screen and CRISPR droplet sequencing (CROP-seq), which combines pooled CRISPR screens with s",,,,unknown,,scRNA-seq,GSE279304,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279304,Genetic landscape and functional exploration of kidney cancer predisposition  causality in cross-ancestral populations [screen],GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 24
NCBI_GEO,GSE279287,Homo sapiens,False,,CRISPR,"To functionally explore renal cell carcinoma (RCC) susceptibility variants, we performed CUT&Tag for H3K27ac and ATAC-seq on 769P cells to assess transcriptional activity. Subsequently, we conducted a CRISPR screen and CRISPR droplet sequencing (CROP-seq), which combines pooled CRISPR screens with s",,,,unknown,,scRNA-seq,GSE279287,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279287,Genetic landscape and functional exploration of kidney cancer predisposition  causality in cross-ancestral populations [CROP-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE264596,Homo sapiens,False,,CRISPR,"Mutation of TP53, a tumor suppressor in cancer, is common and leads to extremely poor prognosis. To identify vulnerabilities in TP53-mutated tumors, we performed genome-wide CRISPR/Cas9 screens using isogenic Trp53 wild-type and knockout mouse acute myeloid leukemia (AML) lines. Here, we show that h",,,,unknown,,scRNA-seq,GSE264596,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264596,The XPO7-NPAT axis represents key vulnerabilities in TP53-mutated acute myeloid leukemia (scRNA-Seq),GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE314342,Homo sapiens,False,,CRISPR,"CD4+ T cells orchestrate immune responses against infection and cancer, yet a comprehensive map of their gene regulatory networks has been lacking. Perturb-seq enables systematic mapping of such networks, but large-scale application in primary human T cells has been challenging. Here, we developed a",,,,unknown,,scRNA-seq,GSE314342,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314342,Genome-scale perturb-seq in primary human CD4+ T cells reveals genes regulating T cell programs and human immune traits.,GEO type: Expression profiling by high throughput sequencing; n_samples: 121
NCBI_GEO,GSE318347,Homo sapiens,False,,small_molecule,"Submerged cultures of undifferentiated or transformed epithelial cells are widely used in respiratory research due to their ease of use and scalability. However, these systems fail to capture the cellular diversity of the human airway epithelium. Here, we describe a submerged differentiation model u",,,,unknown,,scRNA-seq,GSE318347,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE318347,Small molecule-directed differentiation of submerged-cultured human nasal airway epithelia for respiratory disease modelling [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE300385,Homo sapiens,True,,small_molecule,"Triple-negative breast cancer (TNBC) is the most heterogeneous and aggressive subtype of breast carcinoma, defined by the absence of clinical biomarkers and the lack of targeted therapies. Despite numerous clinical trials, patient stratification remains suboptimal, limiting the identification of eff",,,,unknown,,scRNA-seq,GSE300385,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300385,Discovery and Evaluation of Biomarkers for Triple-Negative Breast Cancer Subtypes Uncovers Patient Stratification and Targeted Therapeutic Strategies,GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE313573,Homo sapiens,False,,CRISPR,"Invasion plasticity allows malignant cells to toggle between collective, mesenchymal and amoeboid phenotypes while traversing extracellular matrix (ECM) barriers. Current dogma holds that collective and mesenchymal invasion programs trigger the mobilization of proteinases that digest structural barr",,,,unknown,,scRNA-seq,GSE313573,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE313573,Amoeboid-Mesenchymal Transition and the Proteolytic Control of Cancer Invasion Plasticity [RNA-Seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 18
NCBI_GEO,GSE313572,Homo sapiens,False,,CRISPR,"Invasion plasticity allows malignant cells to toggle between collective, mesenchymal and amoeboid phenotypes while traversing extracellular matrix (ECM) barriers. Current dogma holds that collective and mesenchymal invasion programs trigger the mobilization of proteinases that digest structural barr",,,,unknown,,scRNA-seq,GSE313572,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE313572,Amoeboid-Mesenchymal Transition and the Proteolytic Control of Cancer Invasion Plasticity [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE315528,Homo sapiens,False,,unknown,"The retinoblastoma protein (RB) is a well-characterized repressor of E2F transcriptional activity that controls genes involved in cell proliferation during the G1 phase. Here, we examine the effect of RB on chromatin organization and uncover a non-canonical role for RB in which it promotes the remov",,,,unknown,,scRNA-seq,GSE315528,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315528,RB loss modulates chromatin organization by regulating cohesin-dependent loops and enhancer-promoter interactions [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE309159,Homo sapiens,False,,unknown,There are currently few high-throughput ways to determine the aptness of applying the transcriptional readout of a biological perturbation to specific systems. Herein we use density analysis of transcriptional correlations to computationally predict whether a given perturbation readout is relevant t,,,,unknown,,scRNA-seq,GSE309159,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE309159,DBSOMA: A Machine Learning Method that Identifies Chemical Modulators of Transcriptional States Uncovers Effectors of Beta-Cell Maturation,GEO type: Expression profiling by high throughput sequencing; n_samples: 16
NCBI_GEO,GSE317951,Homo sapiens,False,,CRISPR,"Chimeric Antigen Receptor T (CAR-T) cell therapy can induce cytokine release syndrome (CRS), which ranges clinically from mild to life-threatening, and is universally characterized by elevation of multiple cytokines, including IL-6. To clarify mechanisms underlying CRS and identify potential new the",,,,unknown,,scRNA-seq,GSE317951,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE317951,"PI3 Kinase and IFN- pathways, identified in an unbiased kinase drug screen, are key mediators of cytokine release syndrome",GEO type: Expression profiling by high throughput sequencing; n_samples: 7
NCBI_GEO,GSE255516,Homo sapiens,False,,CRISPR,"The hostile tumor microenvironment (TME) is major challenge for cancer immunotherapies. Here, we design and perform TME-targeted in vivo CRISPR activation (CRISPRa) screens to uncover factors that promote anti-tumor immunity, culminating in rationally designed immune gene therapy combinations. Throu",,,,unknown,,scRNA-seq,GSE255516,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE255516,Rational design of immune gene therapy combinations via in vivo CRISPR activation screening of tumor microenvironment modulators [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE282126,Homo sapiens,False,,CRISPR,"The mineral dust-induced gene (mdig, also called as MINA or RIOX2) is upregulated in breast cancer and predicts poor overall survival of breast cancer patients. Our studies suggested the anti-metastasis feature of mdig in regulating the cell motility of breast cancer cells. Here we studied the trans",,,,unknown,,scRNA-seq,GSE282126,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282126,Gene expression profile at single cell level of WT and mdig/mina53 KO MDA-MB 231 breast cancer cells,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE287386,Homo sapiens,False,,CRISPR,"The study aims to evaluate the efficacy and safety of a novel cell-based therapy for advanced hepatocellular carcinoma (HCC). Current guidelines for advanced HCC recommend systemic therapies, such as tyrosine kinase inhibitors (TKIs) and immune checkpoint inhibitors (ICIs); however, their combined e",,,,unknown,,scRNA-seq,GSE287386,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE287386,Locoregional delivery of autologous PD-1 knockout T cell in patients with failed first-line therapy in advanced hepatocellular carcinoma,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE292402,Homo sapiens,True,,small_molecule,"The KP4 PDA cell line (Untreated, DMSO-Treated and Trametinib-Treated) was used to experimentally assess plasticity between MAPK-Positive and MAPK-Negative states of Pancreatic Malignant Cells",,,,unknown,,scRNA-seq,GSE292402,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292402,Single-Cell Barcoded Lineage Tracing using KP4 PDA Cell Line - Pre and Post Drug Treatment with Trametinib,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE291201,Homo sapiens,False,,unknown,"Germline mutations in the chromatin remodelling protein ATRX cause a severe developmental disorder associated with α-thalassemia. In addition, ATRX is amongst the twenty genes most frequently mutated in cancer. How ATRX mutations alter gene expression remains unclear. Using the α-globin locus as a m",,,,unknown,,scRNA-seq,GSE291201,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE291201,ATRX loss couples genome instability at a G-rich repeat to dysregulation of human alpha-globin expression [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE302146,Homo sapiens,False,,small_molecule,"Decidual natural killer (dNK) cells are the most abundant immune cells at the maternal-placental interface in early gestation. The exploration of dNK cell heterogeneity and function is currently an active area of research, particularly as these differ across gestation and different regions of the pl",,,,unknown,,scRNA-seq,GSE302146,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302146,scRNA-seq of induced pluripotent stem cell derived decidual natural killer cells,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE293013,Homo sapiens,False,,CRISPR,"Alternative splicing is a pervasive gene regulatory mechanism critical for diversifying the human proteome. To systematically investigate its role in cell fate determination, we developed scCHyMErA-Seq, a scalable CRISPR-based exon deletion screening platform integrated with 10x Genomics single-cell",,,,10x Genomics Chromium,,scRNA-seq,GSE293013,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293013,Single-Cell Exon Deletion Profiling Reveals Splicing Events That Shape Gene Expression and Cell State Dynamics [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 24
NCBI_GEO,GSE315628,Homo Sapiens; Mus Musculus,True,,CRISPR,"FGFR3 (Fibroblast Growth Factor Receptor 3) is one of the most frequently altered genes in bladder cancer, primarily through activating mutations that drive oncogenesis and are enriched in luminal tumors. However, the underlying gene regulatory network (GRN) remains poorly characterized. Here, we in",,,,unknown,,scRNA-seq,GSE315628,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315628,Single-cell data for FGFR3-driven gene regulatory network analysis reveals a pro-tumoral role for p63 in luminal bladder tumors,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
